OfficeID,OfficeParentID,OfficeName,E_mail,OrgID,ProvinceID,IsDelete,IsDisable,CreateDate,CreateBy
28,26,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chachoengsao@industry.go.th,9,24,False,False,2018-12-17 08:45:29.710000000,
29,26,กลุ่มโรงงานอุตสาหกรรม,moi_chachoengsao@industry.go.th,9,24,False,False,2018-12-17 08:45:29.757000000,
30,2,สำนักงานอุตสาหกรรมจังหวัดระยอง,moi_rayong@industry.go.th,9,21,False,False,2018-12-17 08:45:29.803000000,
31,30,กลุ่มนโยบายและแผน,moi_rayong@industry.go.th,9,21,False,False,2018-12-17 08:45:29.850000000,
32,30,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_rayong@industry.go.th,9,21,False,False,2018-12-17 08:45:29.897000000,
33,30,กลุ่มโรงงานอุตสาหกรรม,moi_rayong@industry.go.th,9,21,False,False,2018-12-17 08:45:29.943000000,
34,30,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_rayong@industry.go.th,9,21,False,False,2018-12-17 08:45:29.990000000,
35,2,สำนักงานอุตสาหกรรมจังหวัดปราจีนบุรี,moi_prachinburi@industry.go.th,9,25,False,False,2018-12-17 08:45:30.020000000,
36,35,กลุ่มนโยบายและแผน,moi_prachinburi@industry.go.th,9,25,False,False,2018-12-17 08:45:30.067000000,
37,35,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_prachinburi@industry.go.th,9,25,False,False,2018-12-17 08:45:30.113000000,
38,35,กลุ่มโรงงานอุตสาหกรรม,moi_prachinburi@industry.go.th,9,25,False,False,2018-12-17 08:45:30.160000000,
39,35,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_prachinburi@industry.go.th,9,25,False,False,2018-12-17 08:45:30.210000000,
40,2,สำนักงานอุตสาหกรรมจังหวัดจันทบุรี,moi_chanthaburi@industry.go.th,9,22,False,False,2018-12-17 08:45:30.257000000,
41,40,กลุ่มนโยบายและแผน,moi_chanthaburi@industry.go.th,9,22,False,False,2018-12-17 08:45:30.287000000,
42,40,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chanthaburi@industry.go.th,9,22,False,False,2018-12-17 08:45:30.333000000,
43,40,กลุ่มโรงงานอุตสาหกรรม,moi_chanthaburi@industry.go.th,9,22,False,False,2018-12-17 08:45:30.380000000,
44,40,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_chanthaburi@industry.go.th,9,22,False,False,2018-12-17 08:45:30.427000000,
45,2,สำนักงานอุตสาหกรรมจังหวัดตราด,moi_trat@industry.go.th,9,23,False,False,2018-12-17 08:45:30.460000000,
46,45,กลุ่มนโยบายและแผน,moi_trat@industry.go.th,9,23,False,False,2018-12-17 08:45:30.520000000,
47,45,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_trat@industry.go.th,9,23,False,False,2018-12-17 08:45:30.567000000,
48,45,กลุ่มโรงงานอุตสาหกรรม,moi_trat@industry.go.th,9,23,False,False,2018-12-17 08:45:30.600000000,
49,2,สำนักงานอุตสาหกรรมจังหวัดนครนายก,moi_nakhonnayok@industry.go.th,9,26,False,False,2018-12-17 08:45:30.647000000,
50,49,กลุ่มนโยบายและแผน,moi_nakhonnayok@industry.go.th,9,26,False,False,2018-12-17 08:45:30.677000000,
51,49,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonnayok@industry.go.th,9,26,False,False,2018-12-17 08:45:30.723000000,
52,49,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonnayok@industry.go.th,9,26,False,False,2018-12-17 08:45:30.770000000,
53,2,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,moi_sakaew@industry.go.th,9,27,False,False,2018-12-17 08:45:30.817000000,
54,53,กลุ่มนโยบายและแผน,moi_sakaew@industry.go.th,9,27,False,False,2018-12-17 08:45:30.863000000,
55,53,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_sakaew@industry.go.th,9,27,False,False,2018-12-17 08:45:30.897000000,
56,53,กลุ่มโรงงานอุตสาหกรรม,moi_sakaew@industry.go.th,9,27,False,False,2018-12-17 08:45:30.943000000,
57,53,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_sakaew@industry.go.th,9,27,False,False,2018-12-17 08:45:30.990000000,
59,2,สำนักงานอุตสาหกรรมจังหวัดนครปฐม,moi_nakhonpathom@industry.go.th,9,73,False,False,2018-12-17 08:45:31.037000000,
60,59,กลุ่มนโยบายและแผน,moi_nakhonpathom@industry.go.th,9,73,False,False,2018-12-17 08:45:31.083000000,
61,59,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonpathom@industry.go.th,9,73,False,False,2018-12-17 08:45:31.113000000,
62,59,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonpathom@industry.go.th,9,73,False,False,2018-12-17 08:45:31.160000000,
63,59,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_nakhonpathom@industry.go.th,9,73,False,False,2018-12-17 08:45:31.210000000,
64,2,สำนักงานอุตสาหกรรมจังหวัดนนทบุรี,moi_nonthaburi@industry.go.th,9,12,False,False,2018-12-17 08:45:31.257000000,
65,64,กลุ่มนโยบายและแผน,moi_nonthaburi@industry.go.th,9,12,False,False,2018-12-17 08:45:31.287000000,
66,64,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nonthaburi@industry.go.th,9,12,False,False,2018-12-17 08:45:31.333000000,
67,64,กลุ่มโรงงานอุตสาหกรรม,moi_nonthaburi@industry.go.th,9,12,False,False,2018-12-17 08:45:31.380000000,
68,2,สำนักงานอุตสาหกรรมจังหวัดปทุมธานี,moi_pathumthani@industry.go.th,9,13,False,False,2018-12-17 08:45:31.427000000,
69,68,กลุ่มนโยบายและแผน,moi_pathumthani@industry.go.th,9,13,False,False,2018-12-17 08:45:31.460000000,
70,68,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_pathumthani@industry.go.th,9,13,False,False,2018-12-17 08:45:31.507000000,
71,68,กลุ่มโรงงานอุตสาหกรรม,moi_pathumthani@industry.go.th,9,13,False,False,2018-12-17 08:45:31.553000000,
72,2,สำนักงานอุตสาหกรรมจังหวัดสมุทรปราการ,moi_samutprakan@industry.go.th,9,11,False,False,2018-12-17 08:45:31.600000000,
73,72,กลุ่มนโยบายและแผน,moi_samutprakan@industry.go.th,9,11,False,False,2018-12-17 08:45:31.630000000,
74,72,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_samutprakan@industry.go.th,9,11,False,False,2018-12-17 08:45:31.677000000,
75,72,กลุ่มโรงงานอุตสาหกรรม,moi_samutprakan@industry.go.th,9,11,False,False,2018-12-17 08:45:31.723000000,
76,2,สำนักงานอุตสาหกรรมจังหวัดราชบุรี,moi_ratchaburi@industry.go.th,9,70,False,False,2018-12-17 08:45:31.770000000,
77,76,กลุ่มนโยบายและแผน,moi_ratchaburi@industry.go.th,9,70,False,False,2018-12-17 08:45:31.817000000,
78,76,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_ratchaburi@industry.go.th,9,70,False,False,2018-12-17 08:45:31.863000000,
79,76,กลุ่มโรงงานอุตสาหกรรม,moi_ratchaburi@industry.go.th,9,70,False,False,2018-12-17 08:45:31.910000000,
80,76,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_ratchaburi@industry.go.th,9,70,False,False,2018-12-17 08:45:31.943000000,
81,2,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,moi_kanchanaburi@industry.go.th,9,71,False,False,2018-12-17 08:45:31.990000000,
82,81,กลุ่มนโยบายและแผน,moi_kanchanaburi@industry.go.th,9,71,False,False,2018-12-17 08:45:32.037000000,
83,81,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_kanchanaburi@industry.go.th,9,71,False,False,2018-12-17 08:45:32.083000000,
84,81,กลุ่มโรงงานอุตสาหกรรม,moi_kanchanaburi@industry.go.th,9,71,False,False,2018-12-17 08:45:32.113000000,
85,81,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_kanchanaburi@industry.go.th,9,71,False,False,2018-12-17 08:45:32.160000000,
86,2,สำนักงานอุตสาหกรรมจังหวัดสุพรรรณบุรี,moi_suphanburi@industry.go.th,9,72,False,False,2018-12-17 08:45:32.210000000,
87,86,กลุ่มนโยบายและแผน,moi_suphanburi@industry.go.th,9,72,False,False,2018-12-17 08:45:32.257000000,
88,86,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_suphanburi@industry.go.th,9,72,False,False,2018-12-17 08:45:32.303000000,
89,86,กลุ่มโรงงานอุตสาหกรรม,moi_suphanburi@industry.go.th,9,72,False,False,2018-12-17 08:45:32.350000000,
90,86,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_suphanburi@industry.go.th,9,72,False,False,2018-12-17 08:45:32.380000000,
91,2,สำนักงานอุตสาหกรรมจังหวัดพระนครศรีอยุธยา,moi_ayutthaya@industry.go.th,9,14,False,False,2018-12-17 08:45:32.427000000,
92,91,กลุ่มนโยบายและแผน,moi_ayutthaya@industry.go.th,9,14,False,False,2018-12-17 08:45:32.473000000,
93,91,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_ayutthaya@industry.go.th,9,14,False,False,2018-12-17 08:45:32.520000000,
94,91,กลุ่มโรงงานอุตสาหกรรม,moi_ayutthaya@industry.go.th,9,14,False,False,2018-12-17 08:45:32.570000000,
95,2,สำนักงานอุตสาหกรรมจังหวัดชัยนาท,moi_chainat@industry.go.th,9,18,False,False,2018-12-17 08:45:32.613000000,
96,95,กลุ่มนโยบายและแผน,moi_chainat@industry.go.th,9,18,False,False,2018-12-17 08:45:32.660000000,
97,95,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chainat@industry.go.th,9,18,False,False,2018-12-17 08:45:32.710000000,
98,95,กลุ่มโรงงานอุตสาหกรรม,moi_chainat@industry.go.th,9,18,False,False,2018-12-17 08:45:32.757000000,
99,2,สำนักงานอุตสาหกรรมจังหวัดลพบุรี,moi_lopburi@industry.go.th,9,16,False,False,2018-12-17 08:45:32.787000000,
100,99,กลุ่มนโยบายและแผน,moi_lopburi@industry.go.th,9,16,False,False,2018-12-17 08:45:32.833000000,
101,99,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_lopburi@industry.go.th,9,16,False,False,2018-12-17 08:45:32.880000000,
102,99,กลุ่มโรงงานอุตสาหกรรม,moi_lopburi@industry.go.th,9,16,False,False,2018-12-17 08:45:32.927000000,
103,99,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_lopburi@industry.go.th,9,16,False,False,2018-12-17 08:45:32.960000000,
104,2,สำนักงานอุตสาหกรรมจังหวัดสระบุรี,moi_saraburi@industry.go.th,9,19,False,False,2018-12-17 08:45:33.007000000,
105,104,กลุ่มนโยบายและแผน,moi_saraburi@industry.go.th,9,19,False,False,2018-12-17 08:45:33.053000000,
106,104,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_saraburi@industry.go.th,9,19,False,False,2018-12-17 08:45:33.100000000,
107,104,กลุ่มโรงงานอุตสาหกรรม,moi_saraburi@industry.go.th,9,19,False,False,2018-12-17 08:45:33.147000000,
108,104,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_saraburi@industry.go.th,9,19,False,False,2018-12-17 08:45:33.177000000,
109,2,สำนักงานอุตสาหกรรมจังหวัดสิงห์บุรี,moi_singburi@industry.go.th,9,17,False,False,2018-12-17 08:45:33.223000000,
110,109,กลุ่มนโยบายและแผน,moi_singburi@industry.go.th,9,17,False,False,2018-12-17 08:45:33.270000000,
111,109,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_singburi@industry.go.th,9,17,False,False,2018-12-17 08:45:33.320000000,
112,109,กลุ่มโรงงานอุตสาหกรรม,moi_singburi@industry.go.th,9,17,False,False,2018-12-17 08:45:33.363000000,
113,2,สำนักงานอุตสาหกรรมจังหวัดอ่างทอง,moi_angthong@industry.go.th,9,15,False,False,2018-12-17 08:45:33.397000000,
114,113,กลุ่มนโยบายและแผน,moi_angthong@industry.go.th,9,15,False,False,2018-12-17 08:45:33.443000000,
115,113,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_angthong@industry.go.th,9,15,False,False,2018-12-17 08:45:33.490000000,
116,113,กลุ่มโรงงานอุตสาหกรรม,moi_angthong@industry.go.th,9,15,False,False,2018-12-17 08:45:33.537000000,
118,2,สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,moi_nakhonratchasima@industry.go.th,9,30,False,False,2018-12-17 08:45:33.570000000,
119,118,กลุ่มนโยบายและแผน,moi_nakhonratchasima@industry.go.th,9,30,False,False,2018-12-17 08:45:33.613000000,
120,118,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonratchasima@industry.go.th,9,30,False,False,2018-12-17 08:45:33.677000000,
121,118,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonratchasima@industry.go.th,9,30,False,False,2018-12-17 08:45:33.723000000,
122,118,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_nakhonratchasima@industry.go.th,9,30,False,False,2018-12-17 08:45:33.770000000,
123,2,สำนักงานอุตสาหกรรมจังหวัดชัยภูมิ,moi_chaiyaphum@industry.go.th,9,36,False,False,2018-12-17 08:45:33.820000000,
124,123,กลุ่มนโยบายและแผน,moi_chaiyaphum@industry.go.th,9,36,False,False,2018-12-17 08:45:33.850000000,
125,123,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chaiyaphum@industry.go.th,9,36,False,False,2018-12-17 08:45:33.897000000,
126,123,กลุ่มโรงงานอุตสาหกรรม,moi_chaiyaphum@industry.go.th,9,36,False,False,2018-12-17 08:45:33.943000000,
127,2,สำนักงานอุตสาหกรรมจังหวัดบุรีรัมย์,moi_buriram@industry.go.th,9,31,False,False,2018-12-17 08:45:33.990000000,
128,127,กลุ่มนโยบายและแผน,moi_buriram@industry.go.th,9,31,False,False,2018-12-17 08:45:34.020000000,
129,127,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_buriram@industry.go.th,9,31,False,False,2018-12-17 08:45:34.070000000,
130,127,กลุ่มโรงงานอุตสาหกรรม,moi_buriram@industry.go.th,9,31,False,False,2018-12-17 08:45:34.117000000,
131,127,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_buriram@industry.go.th,9,31,False,False,2018-12-17 08:45:34.160000000,
132,2,สำนักงานอุตสาหกรรมจังหวัดสุรินทร์,moi_surin@industry.go.th,9,32,False,False,2018-12-17 08:45:34.210000000,
133,132,กลุ่มนโยบายและแผน,moi_surin@industry.go.th,9,32,False,False,2018-12-17 08:45:34.240000000,
134,132,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_surin@industry.go.th,9,32,False,False,2018-12-17 08:45:34.287000000,
135,132,กลุ่มโรงงานอุตสาหกรรม,moi_surin@industry.go.th,9,32,False,False,2018-12-17 08:45:34.333000000,
136,132,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_surin@industry.go.th,9,32,False,False,2018-12-17 08:45:34.380000000,
137,2,สำนักงานอุตสาหกรรมจังหวัดอุบลราชานี,moi_ubonratchathani@industry.go.th,9,34,False,False,2018-12-17 08:45:34.410000000,
138,137,กลุ่มนโยบายและแผน,moi_ubonratchathani@industry.go.th,9,34,False,False,2018-12-17 08:45:34.460000000,
139,137,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_ubonratchathani@industry.go.th,9,34,False,False,2018-12-17 08:45:34.507000000,
140,137,กลุ่มโรงงานอุตสาหกรรม,moi_ubonratchathani@industry.go.th,9,34,False,False,2018-12-17 08:45:34.553000000,
141,137,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_ubonratchathani@industry.go.th,9,34,False,False,2018-12-17 08:45:34.600000000,
142,2,สำนักงานอุตสาหกรรมจังหวัดยโสธร,moi_yasothon@industry.go.th,9,35,False,False,2018-12-17 08:45:34.647000000,
143,142,กลุ่มนโยบายและแผน,moi_yasothon@industry.go.th,9,35,False,False,2018-12-17 08:45:34.693000000,
144,142,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_yasothon@industry.go.th,9,35,False,False,2018-12-17 08:45:34.740000000,
145,142,กลุ่มโรงงานอุตสาหกรรม,moi_yasothon@industry.go.th,9,35,False,False,2018-12-17 08:45:34.770000000,
146,2,สำนักงานอุตสาหกรรมจังหวัดศรีสะเกษ,moi_sisaket@industry.go.th,9,33,False,False,2018-12-17 08:45:34.820000000,
147,146,กลุ่มนโยบายและแผน,moi_sisaket@industry.go.th,9,33,False,False,2018-12-17 08:45:34.867000000,
148,146,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_sisaket@industry.go.th,9,33,False,False,2018-12-17 08:45:34.910000000,
149,146,กลุ่มโรงงานอุตสาหกรรม,moi_sisaket@industry.go.th,9,33,False,False,2018-12-17 08:45:34.960000000,
150,146,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_sisaket@industry.go.th,9,33,False,False,2018-12-17 08:45:34.990000000,
151,2,สำนักงานอุตสาหกรรมจังหวัดอำนาจเจริญ,moi_amnatcharoen@industry.go.th,9,37,False,False,2018-12-17 08:45:35.037000000,
152,151,กลุ่มนโยบายและแผน,moi_amnatcharoen@industry.go.th,9,37,False,False,2018-12-17 08:45:35.083000000,
153,151,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_amnatcharoen@industry.go.th,9,37,False,False,2018-12-17 08:45:35.130000000,
154,151,กลุ่มโรงงานอุตสาหกรรม,moi_amnatcharoen@industry.go.th,9,37,False,False,2018-12-17 08:45:35.193000000,
155,2,สำนักงานอุตสาหกรรมจังหวัดสกลนคร,moi_sakonnakhon@industry.go.th,9,47,False,False,2018-12-17 08:45:35.287000000,
156,155,กลุ่มนโยบายและแผน,moi_sakonnakhon@industry.go.th,9,47,False,False,2018-12-17 08:45:35.350000000,
157,155,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_sakonnakhon@industry.go.th,9,47,False,False,2018-12-17 08:45:35.397000000,
158,155,กลุ่มโรงงานอุตสาหกรรม,moi_sakonnakhon@industry.go.th,9,47,False,False,2018-12-17 08:45:35.490000000,
159,155,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_sakonnakhon@industry.go.th,9,47,False,False,2018-12-17 08:45:35.600000000,
160,2,สำนักงานอุตสาหกรรมจังหวัดนครพนม,moi_nakhonphanom@industry.go.th,9,48,False,False,2018-12-17 08:45:35.663000000,
161,160,กลุ่มนโยบายและแผน,moi_nakhonphanom@industry.go.th,9,48,False,False,2018-12-17 08:45:35.710000000,
162,160,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonphanom@industry.go.th,9,48,False,False,2018-12-17 08:45:35.803000000,
163,160,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonphanom@industry.go.th,9,48,False,False,2018-12-17 08:45:35.897000000,
164,160,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_nakhonphanom@industry.go.th,9,48,False,False,2018-12-17 08:45:35.960000000,
165,2,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร,moi_mukdahan@industry.go.th,9,49,False,False,2018-12-17 08:45:36.070000000,
166,165,กลุ่มนโยบายและแผน,moi_mukdahan@industry.go.th,9,49,False,False,2018-12-17 08:45:36.210000000,
167,165,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_mukdahan@industry.go.th,9,49,False,False,2018-12-17 08:45:36.257000000,
168,165,กลุ่มโรงงานอุตสาหกรรม,moi_mukdahan@industry.go.th,9,49,False,False,2018-12-17 08:45:36.303000000,
219,,กลุ่มสนับสนุนการตรวจราชการ 2,,1,10,False,False,2018-12-17 08:45:36.427000000,
221,219,สำนักงานอุตสาหกรรมจังหวัดสุราษฎร์ธานี,moi_suratthani@industry.go.th,9,84,False,False,2018-12-17 08:45:36.473000000,
222,221,กลุ่มนโยบายและแผน,moi_suratthani@industry.go.th,9,84,False,False,2018-12-17 08:45:36.537000000,
223,221,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_suratthani@industry.go.th,9,84,False,False,2018-12-17 08:45:36.710000000,
224,221,กลุ่มโรงงานอุตสาหกรรม,moi_suratthani@industry.go.th,9,84,False,False,2018-12-17 08:45:36.740000000,
225,221,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_suratthani@industry.go.th,9,84,False,False,2018-12-17 08:45:36.787000000,
226,219,สำนักงานอุตสาหกรรมจังหวัดชุมพร,moi_chumphon@industry.go.th,9,86,False,False,2018-12-17 08:45:36.820000000,
227,226,กลุ่มนโยบายและแผน,moi_chumphon@industry.go.th,9,86,False,False,2018-12-17 08:45:36.867000000,
228,226,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_chumphon@industry.go.th,9,86,False,False,2018-12-17 08:45:36.897000000,
229,226,กลุ่มโรงงานอุตสาหกรรม,moi_chumphon@industry.go.th,9,86,False,False,2018-12-17 08:45:36.943000000,
230,226,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_chumphon@industry.go.th,9,86,False,False,2018-12-17 08:45:36.973000000,
231,219,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,moi_nakhonsithammarat@industry.go.th,9,80,False,False,2018-12-17 08:45:37.020000000,
232,231,กลุ่มนโยบายและแผน,moi_nakhonsithammarat@industry.go.th,9,80,False,False,2018-12-17 08:45:37.070000000,
233,231,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_nakhonsithammarat@industry.go.th,9,80,False,False,2018-12-17 08:45:37.117000000,
234,231,กลุ่มโรงงานอุตสาหกรรม,moi_nakhonsithammarat@industry.go.th,9,80,False,False,2018-12-17 08:45:37.147000000,
235,231,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_nakhonsithammarat@industry.go.th,9,80,False,False,2018-12-17 08:45:37.193000000,
236,219,สำนักงานอุตสาหกรรมจังหวัดพัทลุง,moi_phatthalung@industry.go.th,9,93,False,False,2018-12-17 08:45:37.223000000,
237,236,กลุ่มนโยบายและแผน,moi_phatthalung@industry.go.th,9,93,False,False,2018-12-17 08:45:37.270000000,
238,236,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_phatthalung@industry.go.th,9,93,False,False,2018-12-17 08:45:37.303000000,
239,236,กลุ่มโรงงานอุตสาหกรรม,moi_phatthalung@industry.go.th,9,93,False,False,2018-12-17 08:45:37.350000000,
240,236,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_phatthalung@industry.go.th,9,93,False,False,2018-12-17 08:45:37.397000000,
241,219,สำนักงานอุตสาหกรรมจังหวัดสงขลา,moi_songkhla@industry.go.th,9,90,False,False,2018-12-17 08:45:37.443000000,
242,241,กลุ่มนโยบายและแผน,moi_songkhla@industry.go.th,9,90,False,False,2018-12-17 08:45:37.473000000,
243,241,กลุ่มส่งเสริมและพัฒนาอุตสาหกรรม,moi_songkhla@industry.go.th,9,90,False,False,2018-12-17 08:45:37.520000000,
244,241,กลุ่มโรงงานอุตสาหกรรม,moi_songkhla@industry.go.th,9,90,False,False,2018-12-17 08:45:37.553000000,
245,241,กลุ่มอุตสาหกรรมพื้นฐานและการเหมืองแร่,moi_songkhla@industry.go.th,9,90,False,False,2018-12-17 08:45:37.600000000,
246,219,สำนักงานอุตสาหกรรมจังหวัดภูเก็ต,moi_phuket@industry.go.th,9,83,False,False,2018-12-17 08:45:37.630000000,
247,246,กลุ่มนโยบายและแผน,moi_phuket@industry.go.th,9,83,False,False,2018-12-17 08:45:37.677000000,
